City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
379,salinopolis,-0.61,-47.36,78.31,85,24,7.49,BR,1594100649
380,djibo,14.1,-1.63,84.76,52,54,13.31,BF,1594100649
381,ambon,-3.7,128.18,84.2,70,40,10.29,ID,1594100649
382,nantucket,41.28,-70.1,60.8,87,90,8.05,US,1594100413
383,ambanja,-13.68,48.45,77.14,68,96,0.72,MG,1594100649
384,beloha,-25.17,45.05,68.58,70,2,12.64,MG,1594100649
385,ormara,25.21,64.64,86.68,77,62,8.99,PK,1594100649
386,olafsvik,64.89,-23.71,51.17,70,76,6.24,IS,1594100649
387,zhengjiatun,43.51,123.51,78.21,42,0,12.75,CN,1594100649
388,ust-maya,60.42,134.53,75.43,40,11,1.66,RU,1594100649
389,kasba,25.85,87.55,91.89,64,22,15.23,IN,1594100650
390,ayan,56.45,138.17,51.42,80,100,6.44,RU,1594100650
391,dauphin,51.15,-100.05,60.8,82,1,9.17,CA,1594100650
392,woodstock,43.13,-80.75,72.0,64,5,3.36,CA,1594100650
393,birganj,27.01,84.88,92.93,56,100,16.4,NP,1594100451
394,hasaki,35.73,140.83,84.0,83,75,18.34,JP,1594100650
395,gimli,50.63,-96.99,66.0,99,0,9.71,CA,1594100650
396,fougamou,-1.22,10.58,71.26,92,99,1.54,GA,1594100650
397,bintulu,3.17,113.03,87.8,79,40,3.36,MY,1594100437
398,coquimbo,-29.95,-71.34,53.6,87,56,2.24,CL,1594100650
399,abha,18.22,42.51,78.8,41,46,1.12,SA,1594100650
400,acapulco,16.86,-99.89,80.13,75,100,7.07,MX,1594100650
401,ajaigarh,24.9,80.27,86.61,67,100,3.49,IN,1594100650
402,causwagan,8.45,125.84,85.86,78,100,2.75,PH,1594100650
403,nenjiang,49.18,125.22,74.88,45,1,13.11,CN,1594100650
404,maningrida,-12.07,134.27,84.13,49,25,9.98,AU,1594100650
405,mogadishu,2.04,45.34,77.0,69,20,6.93,SO,1594100650
406,mount isa,-20.73,139.5,77.0,14,0,3.36,AU,1594100650
407,henties bay,-22.12,14.28,53.01,92,0,1.01,NA,1594100650
408,sangar,63.92,127.47,67.71,33,16,5.64,RU,1594100651
409,careiro da varzea,-3.2,-59.81,82.4,83,20,2.24,BR,1594100651
410,macusani,-14.08,-70.43,32.72,93,69,2.84,PE,1594100651
411,sinnamary,5.38,-52.95,77.52,86,25,7.78,GF,1594100651
412,faya,18.39,42.45,78.8,41,46,3.11,SA,1594100651
413,lockerbie,55.12,-3.36,55.99,93,100,6.93,GB,1594100651
414,misratah,32.38,15.09,75.11,77,0,16.93,LY,1594100651
415,marzuq,14.4,46.47,83.93,42,87,6.35,YE,1594100651
416,pittsburg,38.03,-121.88,62.01,63,1,18.34,US,1594100651
417,verkhnevilyuysk,63.45,120.32,69.66,38,30,3.62,RU,1594100651
418,mandalgovi,45.76,106.27,86.85,18,96,14.72,MN,1594100651
419,mount pleasant,32.79,-79.86,78.01,100,75,3.29,US,1594100651
420,khorinsk,52.17,109.77,87.84,22,22,4.05,RU,1594100651
421,humboldt,40.67,-123.92,57.0,82,90,9.17,US,1594100651
422,deputatskiy,69.3,139.9,51.91,76,95,6.42,RU,1594100651
423,fallon,39.47,-118.78,78.8,9,1,13.87,US,1594100414
424,harindanga,22.04,88.32,91.4,89,75,6.93,IN,1594100651
425,hervey bay,-25.3,152.85,69.01,66,3,7.0,AU,1594100651
426,batangafo,7.3,18.28,71.24,94,100,4.32,CF,1594100651
427,lavrentiya,65.58,-171.0,46.26,86,61,9.37,RU,1594100651
428,imbituba,-28.24,-48.67,59.0,93,90,3.36,BR,1594100652
429,levokumskoye,44.82,44.66,94.62,20,0,19.19,RU,1594100652
430,kaeo,-35.1,173.78,53.01,3,7,5.01,NZ,1594100652
431,sangin,32.07,64.84,99.63,10,0,13.31,AF,1594100652
432,adre,13.47,22.2,75.94,73,48,8.88,TD,1594100652
433,tazovskiy,67.47,78.7,60.73,66,1,13.51,RU,1594100652
434,abu samrah,35.3,37.18,84.83,43,0,13.22,SY,1594100652
435,zhob,31.34,69.45,87.26,28,1,0.81,PK,1594100652
436,price,39.6,-110.81,71.6,17,1,6.93,US,1594100652
437,zalantun,48.0,122.72,82.15,26,6,10.8,CN,1594100652
438,mayumba,-3.43,10.66,70.77,92,59,2.28,GA,1594100652
439,katima mulilo,-17.5,24.27,37.4,74,0,1.12,NA,1594100652
440,sudak,44.85,34.97,85.3,56,0,0.54,UA,1594100652
441,salinas,36.68,-121.66,60.8,67,1,16.11,US,1594100352
442,rosarito,32.33,-117.03,71.01,88,1,3.36,MX,1594100652
443,koungou,-12.73,45.2,80.6,69,90,17.22,YT,1594100652
444,huarmey,-10.07,-78.15,60.93,85,94,6.64,PE,1594100652
445,ducheng,23.24,111.53,94.21,53,100,4.9,CN,1594100652
446,chemal,51.41,86.0,70.97,70,43,4.65,RU,1594100652
447,aswan,24.09,32.91,93.34,13,41,7.4,EG,1594100652
448,mezhdurechensk,53.69,88.06,72.03,67,73,5.37,RU,1594100653
449,kavali,14.92,79.98,92.44,49,100,14.03,IN,1594100389
450,evensk,61.95,159.23,53.37,78,57,13.24,RU,1594100653
451,poum,-20.23,164.02,70.93,65,100,7.67,NC,1594100653
452,cockburn town,21.46,-71.14,83.28,78,14,18.79,TC,1594100653
453,sitka,57.05,-135.33,55.4,82,90,6.93,US,1594100653
454,twin falls,42.56,-114.46,78.8,55,1,10.29,US,1594100362
455,salta,-24.79,-65.41,44.6,81,90,2.24,AR,1594100547
456,barrhead,55.8,-4.39,52.0,87,75,5.82,GB,1594100653
457,aitape,-3.14,142.35,82.67,78,92,9.84,PG,1594100653
458,gorontalo,0.54,123.06,86.34,63,3,9.15,ID,1594100653
459,trincomalee,8.57,81.23,89.89,60,18,13.18,LK,1594100653
460,axim,4.87,-2.24,76.32,88,100,8.28,GH,1594100653
461,teknaf,20.86,92.31,85.68,80,96,10.8,BD,1594100653
462,taft,31.75,54.21,86.0,16,20,9.17,IR,1594100653
463,junction city,39.03,-96.83,75.99,88,1,3.36,US,1594100355
464,luganville,-15.53,167.17,78.8,83,90,8.05,VU,1594100653
465,nevel,56.02,29.93,60.04,97,100,1.95,RU,1594100653
466,thames,-37.13,175.53,55.0,82,68,3.0,NZ,1594100654
467,nkowakowa,-23.89,30.29,53.6,27,0,5.82,ZA,1594100654
468,sorland,67.67,12.69,50.0,81,75,9.17,NO,1594100654
469,borogontsy,62.67,131.17,68.18,41,78,1.86,RU,1594100654
470,xiangxiang,27.73,112.53,88.74,73,100,8.16,CN,1594100654
471,atasu,48.68,71.64,75.65,40,22,4.45,KZ,1594100654
472,pasighat,28.07,95.33,85.21,75,95,3.78,IN,1594100654
473,touros,-5.2,-35.46,69.8,100,11,4.7,BR,1594100654
474,shimoda,34.67,138.95,80.6,88,75,24.16,JP,1594100654
475,fonte boa,-2.5,-66.27,71.44,98,100,2.21,BR,1594100654
476,gigmoto,13.78,124.39,86.7,69,44,7.38,PH,1594100654
477,ketchikan,55.34,-131.65,57.2,82,90,11.41,US,1594100654
478,iwanai,42.97,140.51,75.45,81,87,2.98,JP,1594100654
479,college,64.86,-147.8,70.0,60,75,3.36,US,1594100654
480,foumban,5.73,10.9,63.64,100,100,0.78,CM,1594100654
481,nuuk,64.18,-51.72,42.8,81,100,29.97,GL,1594100450
482,muros,42.78,-9.06,63.0,79,0,5.01,ES,1594100654
483,helena,46.59,-112.04,64.4,55,1,10.29,US,1594100430
484,askino,56.09,56.58,78.12,67,1,0.13,RU,1594100654
485,batemans bay,-35.72,150.18,55.99,78,35,1.01,AU,1594100654
486,erice,38.04,12.59,71.6,88,40,2.24,IT,1594100655
487,los llanos de aridane,28.66,-17.92,69.8,88,20,11.41,ES,1594100655
488,norman wells,65.28,-126.83,53.6,71,75,11.41,CA,1594100655
489,miles city,46.41,-105.84,64.4,77,1,5.82,US,1594100655
490,huangchuan,32.13,115.04,90.46,63,53,3.51,CN,1594100655
491,ingham,42.6,-84.38,75.0,78,1,4.05,US,1594100655
492,mayo,38.89,-76.51,72.0,100,40,9.17,US,1594100655
493,port lincoln,-34.73,135.87,55.18,61,1,9.48,AU,1594100655
494,betong,5.77,101.07,81.5,86,100,2.33,TH,1594100655
495,broken hill,-31.95,141.43,53.6,54,0,12.75,AU,1594100655
496,whitley bay,55.04,-1.45,52.0,81,20,8.05,GB,1594100655
497,susurluk,39.91,28.16,77.0,78,20,5.06,TR,1594100655
498,adamclisi,44.08,27.95,81.0,65,8,5.82,RO,1594100655
499,tessalit,20.2,1.01,86.23,13,0,8.46,ML,1594100655
500,kokopo,-4.35,152.26,84.56,69,53,9.82,PG,1594100655
501,honningsvag,70.98,25.97,48.2,87,75,20.8,NO,1594100655
502,kalmunai,7.42,81.82,90.32,51,33,3.51,LK,1594100655
503,ballina,-28.87,153.57,66.2,68,40,14.99,AU,1594100655
504,macau,22.2,113.55,87.8,74,40,14.99,MO,1594100477
505,phonhong,18.5,102.42,89.6,75,75,4.7,LA,1594100656
506,balestrand,61.21,6.53,46.99,75,20,5.82,NO,1594100656
507,valparaiso,-33.04,-71.63,41.0,100,55,2.24,CL,1594100656
508,mehamn,71.04,27.85,46.4,93,90,13.87,NO,1594100656
509,kieta,-6.22,155.63,82.92,73,94,4.94,PG,1594100656
510,tavricheskoye,54.59,73.64,75.2,53,40,4.47,RU,1594100529
511,morehead,37.27,-87.18,73.99,100,1,0.85,US,1594100656
512,teguldet,57.31,88.17,75.9,44,75,7.58,RU,1594100656
513,virginia beach,36.85,-75.98,81.0,83,20,6.93,US,1594100603
514,znamenskoye,57.13,73.83,74.39,68,49,3.0,RU,1594100656
515,brownwood,31.71,-98.99,77.0,78,90,4.14,US,1594100656
516,san andres,12.58,-81.7,82.4,83,40,6.93,CO,1594100656
517,coahuayana,18.73,-103.68,78.87,82,95,1.48,MX,1594100656
518,marrakesh,31.63,-8.01,86.27,15,85,4.0,MA,1594100656
519,charters towers,-20.1,146.27,70.5,55,91,12.66,AU,1594100656
520,chiredzi,-21.05,31.67,58.77,49,0,2.24,ZW,1594100656
521,pavilosta,56.89,21.19,59.0,82,72,16.11,LV,1594100656
522,ruston,32.52,-92.64,75.2,94,40,2.98,US,1594100656
523,jawhar,2.78,45.5,79.63,70,96,15.75,SO,1594100656
524,mazyr,52.05,29.25,71.17,86,34,6.4,BY,1594100656
525,sobolevo,54.43,31.9,70.9,87,7,6.69,RU,1594100656
526,constitucion,-35.33,-72.42,47.3,74,74,3.27,CL,1594100657
527,batagay-alyta,67.8,130.41,61.79,36,33,1.88,RU,1594100657
528,chicama,-7.84,-79.15,61.95,83,100,6.08,PE,1594100657
529,sola,-13.88,167.55,79.21,83,100,24.94,VU,1594100657
530,abu kamal,34.45,40.92,94.68,23,0,12.19,SY,1594100657
531,mackenzie,55.3,-123.17,57.2,82,40,2.24,CA,1594100657
532,skibotn,69.39,20.27,48.2,93,75,2.24,NO,1594100657
533,port moresby,-9.44,147.18,86.0,70,40,17.22,PG,1594100657
534,pringsewu,-5.36,104.97,80.56,75,92,3.76,ID,1594100468
535,mwinilunga,-11.74,24.43,51.17,50,37,3.71,ZM,1594100657
536,mezobereny,46.82,21.03,61.0,91,95,5.01,HU,1594100657
537,maku,39.29,44.45,74.73,28,0,5.7,IR,1594100657
538,urumqi,43.8,87.6,69.8,64,20,6.71,CN,1594100657
539,mon,26.75,95.1,82.06,89,100,1.92,IN,1594100657
540,jiblah,13.92,44.15,72.46,53,58,2.73,YE,1594100657
541,pochutla,15.74,-96.47,75.81,80,94,6.4,MX,1594100657
542,zhangye,38.93,100.45,95.45,14,53,13.42,CN,1594100657
543,palmerston,-12.49,130.98,88.0,22,0,5.82,AU,1594100657
544,sandpoint,48.28,-116.55,60.01,67,1,1.48,US,1594100657
545,mocuba,-16.84,36.99,67.15,81,90,2.68,MZ,1594100657
546,paraiso,9.84,-83.87,71.6,78,81,9.17,CR,1594100657
547,skala,50.23,19.85,57.2,71,99,9.17,PL,1594100658
548,okha,53.57,142.95,51.4,97,100,11.36,RU,1594100658
549,saint-pierre,-21.34,55.48,73.4,94,90,18.34,RE,1594100658
550,xiaolingwei,32.03,118.85,89.6,75,40,4.47,CN,1594100658
551,garowe,8.41,48.48,79.23,51,52,26.84,SO,1594100658
552,tecoanapa,16.52,-98.75,78.1,86,97,9.95,MX,1594100658
553,dabakala,8.37,-4.43,71.4,92,83,3.85,CI,1594100658
554,hermosillo,29.07,-110.97,91.99,39,20,7.0,MX,1594100658
555,tamiahua,21.27,-97.45,80.38,91,66,10.76,MX,1594100658
556,pitmoaga,12.24,-1.88,77.0,88,100,4.7,BF,1594100658
557,kaya,13.09,-1.08,81.61,62,84,11.99,BF,1594100658
558,conceicao do araguaia,-8.26,-49.26,70.36,60,0,1.83,BR,1594100658
559,jishui,33.73,115.4,100.24,35,22,6.96,CN,1594100658
560,chipinge,-20.19,32.62,57.4,42,0,1.92,ZW,1594100658
561,tateyama,34.98,139.87,82.4,83,75,21.92,JP,1594100477
562,shiroishi,38.0,140.62,80.01,88,75,3.36,JP,1594100658
563,kerema,-7.96,145.78,80.35,81,47,11.27,PG,1594100658
564,kresttsy,58.25,32.52,61.75,90,100,3.51,RU,1594100658
565,yining,29.04,114.56,82.45,88,99,1.52,CN,1594100658
566,vallenar,-28.57,-70.76,50.63,73,100,4.25,CL,1594100658
